1   破位了，前期涨幅过大，接下来步入调整周期，34元有一个小的技术支撑，不一定能撑住。,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限既然您已经建仓，今天他在五日线止跌。应该有盈利，建议您明天逢高减仓，拉低成本，然后剩下的筹码只要破5日线就走。因为搞不好市场整体还要调整。关键看大盘今天能否重新站上3420,,,,,,,,,,,,
1   你好请看私密观点以下为问答私密内容，你已经解锁获得查看权限逢高减仓，等大盘五分钟级别回调一笔再加仓，这个箱体震荡砸出来了，根据五分钟的高低点把握好,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限市场短期或许有震荡调整，但不改中期上涨格局。报喜鸟这个票还算不错。你如果还有资金关注一下短线机会，万向钱潮和自己选一个电子元器件板块个股。,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限002170芭田股份，近期已经跌至9月份箱体的上沿具有一定的支撑。短期市场有一定反弹动能，建议如果市场反弹打不过去3325就逢高减仓，做高抛低吸。如果市场跌破2990就止损离场观望。,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限江特电机还没有复牌，8月份停牌的。专用设备股，估计后市复牌后会有最多一个跌停，如果您想换股建议近期关注新能源汽车和机器人和无人机个股。,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限002182云海金属，属于有色金属板块。基本面近期还是可以的，董事长拟增持不低于50万股。这给多方增加了一定的信心。只不过云南那边有个金属交易所出了点支付问题，或许会影响近期有色金属整体板块的走势。但就此股技术面来看，一字板后继续上攻，并且放量。说明多方信心十足。结合最近几天的走势，基本上可以说下有支撑上有阻力。下方支撑今天可以说如果明天不继续下探的话暂定----3600。上方阻力位为4000点。密切关注股指运行到4000点时候的表现。如果再次出现两次上攻4000点无法站稳继续攻击的话。就还是以高抛低吸的思路。4000-----3500之间吧。如果放量打过去了4000点估计就直接会去突破4100点了。总体来看个人感觉在这个位置要震荡一段时间。操作思路上不妨就以高抛低吸的思路来做滚动操作。思路定了。要说持仓的个股具体点位和买卖点就看大家眼力了。如果做好了不次于单边上涨行情的收益。综上所述 ? ?个人观点 ? ?不做参考 ? ?据此操作 ? ?风险自担 ? ? 股市有风险入市须谨慎,,,,,,,,,,,,
1   你好目前看华天科技高控盘，基本面方面国家集成电路产业基金设立。量价配合的也不错。近期走势与大盘背离。强势上攻。而且近期放量，从近几天成交明细看资金为进流入状态。大有创新高的可能性。不过需要注意的是，毕竟近期美股，德国，俄罗斯，日本都跌的很厉害。尤其日本和俄罗斯跌的尤为惨烈。中国独善其身的可能性还是比较小的。大盘目前没有止跌企稳的征兆。稳妥的话建议您对持股减半。保住一些利润。如果下跌，等企稳后可以把这一半再加仓。如果继续放量上攻，也不损失多少利润。,,,,,,,,,,,,
1   呵呵002190成飞集成，估计明天继续横盘震荡。以下为问答私密内容，你已经解锁获得查看权限建议回避此类高位股,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限首先说目前市场的走势虽然今天跌的比较猛，但我认为或许明天就反弹。总体以持股待涨为上。你的个股来说证通电子，如果在市场上涨的情况下能打过去近期新高就继续持有，如果不能早换。银之杰，短期已经进入调整模式，建议暂时回避，这一波上涨来说已经一倍多，中期建议回避。飞马国际由于前期一直停牌，从技术面来说缺K线，短期上涨压力很大。巨力索具和证通电子一样。总的来说，您问的这四只股票除了银之杰强势，属于软件及系统板块的龙头，其他三个在各自的板块和行业中并非龙头，题材方面也一般。如果说市场中期趋势向好的话，就算这三个有涨幅也会同期小于其他强势股，如果您愿意的话您关注一下康芝药业，中联重科。万向钱潮等,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限002210飞马国际，基本面不太理想，今年优质客商拓展不理想。营改增令公司税负略微上升。仓储物流股近期走势一般。建议调仓换股，600081东风科技同上目前这种强势上涨行情在A股历史上的次数并不多，即便是大盘震荡回调空间也有限。不要错过了。不要因为短线回调骗走了手中的筹码。只有手中个股符合“政策刺激”+“产业资本主力运作预期”，再配合估值相对较低就不必为震荡担忧。我个人认为，诸如新能源汽车，国企改革、农垦改革、金融改革、环保股等在年尾或将继续发酵，同时年尾历来是高送转等题材运作的高发期，两者中或孕育出上涨新的主线。,,,,,,,,,,,,
1   呵呵，我也买了，私密答案以下为问答私密内容，你已经解锁获得查看权限我操作思路是超短线，明天逢高就卖。我成本比你高，,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限加仓也要在回调的过程中，不要在上涨过程中。,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限目前此股均线呈现多头排列，上涨趋势不变。建议不要追高，最近市场会有宽幅震荡。建议您如果买的话买在回调的时候。今日缩量，或许很快就进入调整模式。耐心等待,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限家电股，我昨天尾盘也买入了家电股，不过我买的是佛山照明。不过今天就卖出了。做的短平快。九阳走势上来说上涨过程中，可以持股待涨。关注30分钟级别K线一旦出现背离就要减仓。,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限九阳股份具有创新精神的小家电龙头。估计明日复牌会有补跌，可做单日的高抛低吸，,,,,,,,,,,,,
9   000692此股短期要注意了。002242九阳股份这个还可以，基本面不错。000829这个短期还是可以持有的，对照马云概念股。电商。002078要小心，资金我看有点呈现净流出迹象。貌似是主力获利盘拉高出货啊。以下为问答私密内容，你已经解锁获得查看权限我目前持股中国一重。浙江永强，巨力索具。,,,,,,,,,,,,
1   000735罗牛山明天如果高于成本价建议减仓002259升达林业短期看可以继续持有以下为问答私密内容，你已经解锁获得查看权限建议结合大盘，目前先减仓到半仓。,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限002261拓维信息，从周线和月线来看是下行的。13年4月到9月翻了三倍。然后开始缩量下跌。至今。操作此股建议关注游戏股方面的消息。还有在线教育。在线教育在夏天也火热过一到两周。综上所述 ? ?个人观点 ? ?不做参考 ? ?据此操作 ? ?风险自担 ? ? 股市有风险入市须谨慎,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限现在不建议您开新仓买入个股，建议您等市场选择出方向来以后再去做抉择。因为现在市场在下周的周初也就是明后天存在一定变盘的可能。如果周一不能放量上攻的话那回调将是大概率。你可以等回调止跌企稳后再去做抉择。如果您真想做的话也是做短线，去找一下在这一波上涨的过程中一直不涨或者滞涨的蓝筹股，这类股票存在一定的补涨机会。002271存在一定补涨的可能性。19以下就可以，相对来说比较安全,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限万马股份属于新能源汽车板块的，短期您应该有获利的，对于新能源汽车来说注意下周一的高点。这个板块近期还会有上攻的动能,,,,,,,,,,,,
1   没事的，今明两天比较关键，我怕你们会吃亏，所以尽量的在线。看私密答案以下为问答私密内容，你已经解锁获得查看权限世联行是深圳的房地产个股，同时具有养老概念，也就是近期涨幅很好的健康中国概念。他近期的涨幅很好也是因为这一点，不过你注意到没有，今天养老概念也就是健康中国集体调整。这也是今天他调整的原因所在，你操作此股可以根据乐金健康和鱼跃医疗等一些龙头股的走势去判断，如果下午大盘成功攻击3450得手，估计此股会红盘，关键在于明天，如果明天健康中国概念股不能继续强势上涨，就要结合大盘的走势决定是否减仓，我自己给自己定的止盈点位在大盘3420点，这是上周五的高点，此点位不能有效跌破。跌破我会考虑减仓。因为我怕会有产生一笔回调。希望能帮到您。,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限你好我仔细看了一下，此股可以持股待涨，有再次放量上涨的可能，,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限总体来看还是不错的。注意观察日线级别MACD到零轴附近的压力。有效突破后可继续持股。不能突破建议逢高减仓做高抛低吸降低成本，等再次放量绿柱变红柱再低吸,,,,,,,,,,,,
9   你好请看私密观点以下为问答私密内容，你已经解锁获得查看权限002302西部建设，今天跌的算厉害的。此股还有个概念是一带一路概念 。从11月26号长阳线，第二天开始缩量阴跌。直到今天资金呈现流出。并且筹码趋于分散。但愿有个回抽。如果还是缩量下跌，建议您调仓换股。当前行情，权重股已成为主力资金操纵大盘的工具。后市建议继续关注本来反弹中涨幅落后的低估蓝筹。中小板与创业板收盘飘绿的表现，足以表明今日市场又开始形成较为严重的分化效应，不利于股指进一步走高。所幸，市场短期的赚钱效应依然高昂，截止收盘，涨停板个股数多达70多只。在赚钱效应维持高温态势之下，市场的震荡幅度或将持续保持较为活跃状态。时至年尾，随着中央经济工作会议、农村工作会议的召开，军工会议的召开。天津自贸区，航天军工，国企改革、农业改革,新能源汽车，环保或将又迎来机会。还有产业资本运作股往往能在震荡中走出独立走势，年尾的高送转预期同样值得关注。操作方面建议关注航天电子，航天动力，万向钱潮，江苏舜天，天津港，铜陵有色，碧水源，龙净环保。综上所述 ? ?个人观点 ? ?不做参考 ? ?据此操作 ? ?风险自担 ? ? 股市有风险入市须谨慎,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限002306中科云网，这个股票我知道的，就是以前的湘鄂情吧。餐饮股。后来转型搞的互联网信息。该股从周四开始强势放量上涨，成交十分活跃，后市有望继续冲高。基本面方面中科云网近日公告， 因时间紧迫，公司筹划的重大资产重组暂时停止，但出售资产的工作继续进行。科云网目前战略转型过程中已经确定将新媒体、大数据作为未来业务发展的主要方向，决定提前终止收购合肥天焱49%股权。,,,,,,,,,,,,
0   长上影线，表明上档压力较重，上涨受阻，若出现在涨势初期或重要阻力价位处有可能是试盘。建议结合大盘，该减仓规避就规避。等待大盘止跌企稳。,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限短期看如果没有重大利好的话上证指数跌破3537是大概率。近期此股有两个利好，1中标12.5亿元土建工程项目。2.大股东增持了553万股。估计因此才走出逆盘上涨的走势。但是需要注意的是，目前市场量能持续萎缩。做多人气不足。短期股指继续下探的可能性增大。大部分个股是会跟随调整的。如果您是持股的话建议您谨慎持股。到前期高点时注意股价对压力位的选择。如果突破可继续谨慎持股，如果滞涨建议减仓。如果您是想买入此股，建议观望,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限你应该是在五月15日左右买入的。我倒是也支持你补仓，但不是现在，建议您尽量在回调的过程中或是回调回踩确认市场再次上攻的时候补仓。至于时机可以参考这两天大盘的走势。我认为早盘大盘没有一笔打到3450上方再回调，说明有一定压力，然后还跌破了我在周日观点中说的上周五的高点3420，好在迅速收回来了，要不然我会选择减仓，然后明天上午十点半前如果还不能拿下3450，继续减仓。现在来看收回来了。那么今天就可以观察一下，是否能拿下3450. ?就算今天拿下了。明天如果三十分钟级别L先大盘出现背离了，果断减仓,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限持股待涨，设好止盈位-----11.20 ? 往上突破止损位上移,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限我也有这个票，不破20日线，持股待涨。连续上涨可以逢高减仓等待回调做差价，一般军工股上涨的时候此股会表现好。你可以以此把握节奏。,,,,,,,,,,,,
1   此股我还比较熟悉，做过，7.40的成本，中间做了两次T。然后成本降低到7.20。后来在7.09卖的就剩100股。怎么说呢，当时因为10.13日星期一，为了短期规避大盘下跌的风险对仓位总体进行减仓，减到半仓。所以出了。后来加仓的天津港，目前天津港是重仓。如果没有天津港的话。我会考虑对巨力索具买回卖出的股数。因为上周要紧急加仓天津港，所以没顾得上。以下为问答私密内容，你已经解锁获得查看权限我看近期还会有反弹的，京津冀顶层设计即将落地。这是一个题材。后市还是有机会的,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限2342巨力索具我做过的。估计明天会有一定的涨幅，近期比较看好。建议持股。主要是看近期能否突破前期7.70高点有点困难。如果在半月内做不到，就要做好减仓的准备了,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限前期高送转的。高送转上半年的行情很好。送配股价下来后，也跟随大盘下跌。估计也属于错杀一类的。此股有新能源汽车概念。类属于仪器仪表股。而且中报业绩15倍。我认为接下来还会有所表现的。目前看不出来什么，因为近期个股的走势大都差不多。等大盘在4000点震荡整固结束。所有的个股就会有分化。该涨的涨，不涨的依然不涨。到时候可以加以关注。接下来我建议您结合大盘来操作。结合最近几天的走势，基本上可以说下有支撑上有阻力。下方支撑今天可以说如果明天不继续下探的话暂定----3600。上方阻力位为4000点。密切关注股指运行到4000点时候的表现。如果再次出现两次上攻4000点无法站稳继续攻击的话。就还是以高抛低吸的思路。4000-----3500之间吧。如果放量打过去了4000点估计就直接会去突破4100点了。总体来看个人感觉在这个位置要震荡一段时间。操作思路上不妨就以高抛低吸的思路来做滚动操作。思路定了。要说持仓的个股具体点位和买卖点就看大家眼力了。如果做好了不次于单边上涨行情的收益。综上所述 ? ?个人观点 ? ?不做参考 ? ?据此操作 ? ?风险自担 ? ? 股市有风险入市须谨慎,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限002362汉王科技，首先说我认为不但有机会解套，而且后市我个人很看好。近期突破平台。3.25号---5.07号的震荡中枢。已经突破。近两日的下跌与创业板有关系。可以持股，结合板块走势做高抛低吸。注意明天管理层会对创业板是否进行机构减仓的知道进行公布。如果真进行知道了，创业板大跌会殃及中小盘，操作上可以逢高减仓，等待低吸机会。就算此股强势逆势上涨，稍微高一点追回减仓的筹码也是可以的。综上所述 ? ?个人观点 ? ?不做参考 ? ?据此操作 ? ?风险自担 ? ? 股市有风险入市须谨慎,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限002369卓翼科技，眼前看近期不要介入。通信股近期跌。如果明天能把今天的阴线吞掉。可以再重新考虑。,,,,,,,,,,,,
1   请看私密答案以下为问答私密内容，你已经解锁获得查看权限002375不太妙，建议不行就。。。。。。600390金瑞科技，石墨烯概念股。但这两天的走势也比较恶劣。由于2 ?8行情的分化导致的。整体来看，股指连续放出巨量后，今天券商和银行股冲高回落。且以券商、银行为首的大蓝筹涨幅较大的背景下，市场谨慎情绪萌发，获利盘对于市场打压逐步显现。目前情况下，要减仓控制仓位，等待市场成交量趋于平稳后，调仓换股，择机入场，现在不要不宜盲目追涨。对目前获利的券商股等等要减仓了。对近期获利的股票减仓后，至于关注哪些股票，我个人建议低吸高送转概念，近期未涨并且下跌的小盘题材股。切记不要急着建仓杀入。先观察，一定要先观察，先减仓就对了。等大盘调整完毕后会挖掘出更好的机会。,,,,,,,,,,,,
9   请点击查看私密观点以下为问答私密内容，你已经解锁获得查看权限大北农经过停牌3.6号复牌后出现两个一字涨停和一个放量涨停。后出现了一波震荡的走势，然后近期又出现放量上涨紧接着出现了缩量回调。为了保险起见，防止是主力在近期做出拉升减仓。建议您暂时减仓。或短期回避。当然，并不是此股以后没有机会。只是在保证利润的前提下这样做会保险一些。资金的保值是最重要的。然后您可以关注一下工程机械板块（三一重工），或是足球概念，再就是临近空间概念的600490鹏欣资源.综上所述 ? ?个人观点 ? ?不做参考 ? ?据此操作 ? ?风险自担 ? ? 股市有风险入市须谨慎,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限今天是大盘五分钟一笔回拉上涨的尾声阶段，并且接近3678短期新高，是不应该再开新仓买股票的，买也要买在下跌线段中。安全。这种震荡市要追跌杀涨。不过你买的此股近期没有较大的涨幅相对来说较安全，就算市场出现盘中大幅度的下杀此股也不会有多大的跌幅的。估计还有可能让你盈利。不过真给你获利卖出的机会你要舍得卖。就大盘而言下周新股申购的风险终于在今天显现出来，一方面是资金的抽血效应，另一方面是股指在10月初以来涨幅不小，在拉升的同时下跌风险也在累积中。在本周一早盘的时候就发表观点提醒如果在这个位置不能大力度的拉升上涨就要谨防回调。但有一点不同的是，两市资金今天虽然呈现净流出，但是周四沪港通大举净流入6.7亿，连续五日净流入，累计流入资金已近98亿元。仓位控制是很重要的，也是一门学问。在这波上涨行情中一直提倡5成仓位做中长线，5成仓位做短线。现在就要把整体操作资金收缩了。5成中长线的要逢高减仓锁定持股利润了（持股控制到两成以下），对近期涨幅过高的个股要见获利了结。不要太贪。另外5成短平快资金可以在有把握的情况下继续做短平快，快进快出见好就收。就前期在短期可关注近两个月的滞涨股，以及有色和环保板块。有色受益于收储。场内资金有望持续性的追逐。环保板块短平快思路。,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限当前行情，权重股已成为主力资金操纵大盘的工具。后市建议继续关注本来反弹中涨幅落后的低估蓝筹。中小板与创业板收盘飘绿的表现，足以表明今日市场又开始形成较为严重的分化效应，不利于股指进一步走高。所幸，市场短期的赚钱效应依然高昂，截止收盘，涨停板个股数多达70多只。在赚钱效应维持高温态势之下，市场的震荡幅度或将持续保持较为活跃状态。如果是我的话兴蓉投资我会等反抽，然后考虑时下什么是热点，600684目前无量，短期真不好说。从长期看没有问题的，但如果短期讲究一个时间和收益是否成正比的话，建议关注一下天津自贸区，航天军工，国企改革、农业改革,新能源汽车，环保或将又迎来机会。还有产业资本运作股往往能在震荡中走出独立走势，年尾的高送转预期同样值得关注。,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限广联达，软件股，业务涉及虚拟现实，在近期涨幅里滞涨与其他软件股，后市还有上涨空间，持股待涨，不要因为一时的震荡而慌张,,,,,,,,,,,,
1   你好这位朋友先说海康威视吧我感觉还是可以持有到下周看看的。放量了。量价配合的也不错。从技术面来看均线密集排列，注意走势方向的变化和量能的表现。今日收了一个吊顶线，上升行情中常常表现欲阶段性顶部附近出现，若是以涨停报收那就是上升中继开始的信号。大盘宽幅震荡下跌的情况下此股能逆盘上涨实属不易。表明资金还是对此股有青睐的。基本面来看三季报点评报告增速超预期，调高盈利预测。操作上建议您关注10日线的得失。结合大盘，大盘如果止跌企稳，也不用管什么10日线得失了。大盘如果继续下跌。一旦失守10日线建议您减仓。华远地产考虑减仓或者卖出吧。还有继续下跌的势头。因为要结合大盘来。毕竟近期美股，德国，俄罗斯，日本都跌的很厉害。尤其日本和俄罗斯跌的尤为惨烈。中国独善其身的可能性还是比较小的。以下为问答私密内容，你已经解锁获得查看权限给你推荐一下我自己选的股票吧600287江苏舜天。军工股300185通裕重工，无人机已经开始供货，还有页岩气概念。南车北车均为公司合作客户。对德国公司贸易额持续增长。目前订单饱满且满负荷生产。还牵扯核电。往年净利润一直下滑。今年净利润反转盈利了。股价才6块钱。水利002586围海股份，2014国家十三五规划准备在水利方面投入6000亿，目前才投入了几百个亿，十分之一都不到，空间可观。水利板块新一轮订单潮或来临。围海股份在全国的份额差不多达到10%。然而在浙江可以达到30%。再就是东方雨虹和钱江水利。技术形态看钱江水利和东方雨虹涨幅过高。不如围海股份。我认为围海股份的上升空间还是比较大的。然后环保股进入眼帘的有龙源技术，先河环保，三聚环保，龙净环保。三聚环保目前停盘。前三只都是创业板。龙源技术近期一直放量但股价没有多少涨幅。空间可期。只不过由于目前创业板的点位较高。所以一直没有最终锁定哪一只。我个人比较钟情于龙源技术。,,,,,,,,,,,,
1   可以逢低加仓,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限不知道您成本多少，如果成本不在近期的震荡区间内可以持股，如果在此震荡区间内建议暂时减减仓。逢回调做回补,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限在我看来没有主力在吸筹，并且9月底十月初资金净流出很大。但是经过一段时间的横盘整理。貌似现在又放量上涨。近期的技术形态不错。还可以持有。但此股并不是比较好的小盘题材股诸如新能源汽车，国企改革、医药、环保股等在年尾或将继续发酵，同时年尾历来是高送转等题材运作的高发期，两者中或孕育出上涨新的主线。目前持有天津港，万向钱潮，江苏舜天。,,,,,,,,,,,,
1   你不要买欧菲光了。昨日午后买入欧菲光，今日早盘冲高获利卖出。短平快思路。今日机会002465海格通讯 ? ?和000650仁和药业短平快思路 ?不要追高，明日早盘逢高卖出三成仓参与。不要满仓。行情惊心动魄，实力打造经典，成功绝非偶然，一起开拓未来！综上所述 ? ?个人观点 ? ?不做参考 ? ?据此操作 ? ?风险自担 ? ? 股市有风险入市须谨慎,,,,,,,,,,,,
1   哇，上周五我买入了此股，短平快思路，今日早盘逢高卖出了。请看私密答案以下为问答私密内容，你已经解锁获得查看权限首先说欧菲光这个股票还是不错的，虚拟现实概念，公司质地和业绩都不错。近期走势也创出新高，上周周四开始虚拟现实概念的个股走势就强劲，欧菲光属于提前板块上涨的。今日高开高走，受午后市场下跌的影响也随之下跌。短期看估计还会反弹，因为我认为市场今天的下跌会在明后天中阳线收回。欧菲光已经突破前期新高以及8月份的压力位。中线趋势看好，短期设好止损位，建议29.70.。。。我卖出是因为周五买他的操作思路就是短平快，就是短线，今日又买入格林美。所以才卖出，中期股票中线持股的并不是此股。,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限不知道你成交了没，我是不开盘就打高2个点委托的，我成交了。你如果成交了明天逢高卖出。。不成交不要追高,,,,,,,,,,,,
9   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限中超控股是电气设备概念股，近期也有基本面的利好，中期看可以继续持股，至于为什么低开我估计是由于本周三的一根放量阴险导致的。巨量收阴线。然后连续昨天和今天对于持有此股的人来说无疑是心理上的考验。你可以观察他再度放量的时候能否收阳线，我估计放量收阳线的概率大，主力机构不是傻子，不可能这个点位去出货。然后如果你资金允许的话可以关注其他的机会。如果下午不能把3447突破的话估计第二种可能性就较大。如果这样的话大家在操作上可以采取短平快高抛低吸的策略为主。切勿追涨杀跌。短期可关注电商概念--苏宁云商，养老概念和互联网医疗---乐金健康，鱼跃医疗，康美药业。环保---菲达环保。仓储物流---华鹏飞，中储股份。综上所述 ? ?个人观点 ? ?不做参考 ? ?据此操作 ? ?风险自担 ? ? 股市有风险入市须谨慎,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限现在不建议您开新仓买入个股，建议您等市场选择出方向来以后再去做抉择。因为现在市场在下周的周初也就是明后天存在一定变盘的可能。如果周一不能放量上攻的话那回调将是大概率。你可以等回调止跌企稳后再去做抉择,,,,,,,,,,,,
9   请点击查看私密答案以下为问答私密内容，你已经解锁获得查看权限002474榕基软件目前处于上升通道。基本面向好，智慧城市市场比较大。公司获得了安防领域的资质，并于近期在沈阳设立孙公司，服务东北市场，智慧城市领域拓展值得期待。在电子政务领域公司经过长期的积累拥有较为完善的开发平台，未来有望通过合作伙伴的模式进一步拓展全国市场。下周来说，建议股价只要在5日线上方就继续持股，配合大盘可以做一下高抛低吸，近期大盘涨幅存储了一部分获利盘，估计下周需要经过震荡整固或者出现急跌来清洗获利盘。如果有时间盯盘的话，大盘一旦出现急跌，可做高抛低吸。个人估计回调一笔的幅度不会太大，仍然会继续上攻。,,,,,,,,,,,,
1   你好请查看私密答案以下为问答私密内容，你已经解锁获得查看权限我不知道你的仓位和成本价，只能说此股目前没有启动，第一量不行，化工股，有天然气概念，页岩气。估计未来有一天如果连续放量三天并且价格也上涨，能够迎来主升浪。要说持有还是卖出，建议您从资金使用效率来考虑暂时放弃，可以把它加到自选股，先去做近期的热点。一旦有一天他异动了立马杀个回马枪吃它的主升浪。,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限目前不建议全仓介入，可以少许。你可以等他创出新高后下来。只要下来的低点比前一个低点高。就可以逢低再介入。买股票不要再上涨的时候追涨。你追涨了万一不出中枢向下。你就被动了。如果等他下来没出中枢想往上的时候再买。岂不是很好。希望能够帮到你,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限这个股票我也在关注，是无人驾驶概念的，你买的太高了，他连扳的时候我就关注了，一直等待回调等了一个多月了。一直准备有了回调蝴蝶企稳后再买。目前开始回调，短期看调整并没有结束，没有调整至缩量，建议您在量能缩到一定程度并且出现30分钟钝化的时候便可补仓。同时我个人估计短期有一定反复，如果这两天出现上涨关注量能是否有效放大。如果在这个位置放量上涨由于接近你的成本区所以不用补仓。一两个板就到了。甚至获利。,,,,,,,,,,,,
1   你好这位朋友，此股我很熟悉，因为刚卖了。卖是因为上周一为了减仓而卖的。我是13.21买的持股半个月。获利一块钱吧也就。此股控盘控的我感觉挺好才买的。就目前看没有出现拐点或者说卖点。可以说与大盘背离。我不知道您的仓位如何也不知道您持有这个票的成本是多少。只能凭操作感觉在下面说一下以下为问答私密内容，你已经解锁获得查看权限您应该是获利的。如果仓位比较重的话建议您减仓三分之二。如果仓位不重也建议您减仓一半。如果回调就把另一半也卖掉。如果上涨也不受损失。这是讲究的一个平衡,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限不建议买入，近期市场并不稳定，振幅较大，建议就算做的话也是超跌反弹的思路，短线，不要和趋势作对，如果仓位重逢反弹减减仓。如果仓位低可以针对这两天的强势板块做反弹，高抛低吸,,,,,,,,,,,,
1   请点击查看私密观点以下为问答私密内容，你已经解锁获得查看权限佳隆股份，食品股。中小板。基本面来看就是前期有个高送转概念。前期小盘股的疯涨中高送转表现的也很强势。技术面来看，我很喜欢此类股票。从3.02号开始放量。近期量能一直持续的很好。并且股价也一路走高。但我还是建议您观望，如果参与也是低仓位参与。建议两成或三成仓位。不要重仓。如果出现回调可以抽身。因为下一步注册制对小盘股的冲击比较大。再就是本周已经出现的二八格局的分化。建议您同时关注一下二线蓝筹股。比如工程机械板块。或是券商。前提条件是大盘在经过近期的震荡整固后再度发力上攻。另外题材股方面如果有阶段性的机会可以关注足球概念和临近空间概念。近期我会在观点中详细的说临近空间（600490鹏欣资源）概念的。综上所述 ? ?个人观点 ? ?不做参考 ? ?据此操作 ? ?风险自担 ? ? 股市有风险入市须谨慎,,,,,,,,,,,,
1   你好请看私募答案以下为问答私密内容，你已经解锁获得查看权限建议您今天逢高减仓，在今天盘中如果出现跳水。或者明天出现跳水。出现回调的时候再度回补买回来。做短差。短期市场有调整需求。并且此股上涨线段顶分型停顿。,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限整体来看，股指连续放出巨量后，今天券商和银行股冲高回落。且以券商、银行为首的大蓝筹涨幅较大的背景下，市场谨慎情绪萌发，获利盘对于市场打压逐步显现。目前情况下，要减仓控制仓位，等待市场成交量趋于平稳后，调仓换股，择机入场，现在不要不宜盲目追涨。对目前获利的券商股等等要减仓了。对近期获利的股票减仓后，至于关注哪些股票，我个人建议低吸高送转概念，近期未涨并且下跌的小盘题材股。切记不要急着建仓杀入。先观察，一定要先观察，先减仓就对了。等大盘调整完毕后会挖掘出更好的机会。建议山西证券减仓。中弘股份可以考虑，据说传传房产税扩围暂停。,,,,,,,,,,,,
9   你好请看思密答案以下为问答私密内容，你已经解锁获得查看权限此股上周表现强势，本周三天属于不跌，对于一个市场的下跌线段来说，超跌的出现反弹，下跌开始个股强势的出现补跌。说明市场整体下跌线段接近尾声。建议您持股待涨，主要看大盘能否打到3325. ? 如果打上去持股，如果打不上去高抛等待低吸机会做好短差降低成本,,,,,,,,,,,,
1   你好请看私密答案以下为问答私密内容，你已经解锁获得查看权限朋友很不幸的告诉您 ?您买的这个票目前状况很差。建议您逢高出吧。放量下跌，且从资金流看连续五天资金是净流出。别犹豫了。对近期获利的股票减仓后，至于关注哪些股票，我个人建议低吸高送转概念，近期未涨并且下跌的小盘题材股。切记不要急着建仓杀入。先观察，一定要先观察，先减仓就对了。等大盘调整完毕后会挖掘出更好的机会。,,,,,,,,,,,,
